Seller Name,# Depop Followers,# Items Sold,# Reviews,Star Rating,Social Media Link,Depop Store Link
@remmie15,11 ,25,5 ,5,,https://www.depop.com/remmie15/
@abjji,10 ,25,11 ,5,,https://www.depop.com/abjji/
@rickyxbains,5 ,25,9 ,4.777777778,https:www.instagram.com/rickybains,https://www.depop.com/rickyxbains/
@finlaydw23,251 ,24,8 ,5,,https://www.depop.com/finlaydw23/
@frankforeman,176 ,24,23 ,4.6,,https://www.depop.com/frankforeman/
@lewismith,164 ,24,16 ,4.733333333,https://www.instagram.com/_lewismith/,https://www.depop.com/lewismith/
@wigglewigglewam,152 ,24,17 ,4.75,,https://www.depop.com/wigglewigglewam/
@bpsellsltd,80 ,24,6 ,5,https://www.instagram.com/bp_sells/,https://www.depop.com/bpsellsltd/
@matthewcullerton,48 ,24,17 ,4.352941176,,https://www.depop.com/matthewcullerton/
@ttocsdepop,270 ,23,16 ,4.75,,https://www.depop.com/ttocsdepop/
@willemlord,238 ,23,16 ,3.909090909,,https://www.depop.com/willemlord/
@theidoreshand,124 ,23,9 ,5,https://instagram.com/theodoreshand,https://www.depop.com/theidoreshand/
@m_p_20,63 ,23,12 ,5,,https://www.depop.com/m_p_20/
@decay3d,34 ,23,9 ,5,https://www.instagram.com/dec4y3d/,https://www.depop.com/decay3d/
@tom_gregg19,215 ,22,38 ,5,,https://www.depop.com/tom_gregg19/
@xlntdrip,186 ,22,18 ,4.933333333,,https://www.depop.com/xlntdrip/
@wills_0203,108 ,22,32 ,5,,https://www.depop.com/wills_0203/
@jackson11013,7 ,22,7 ,4.333333333,,https://www.depop.com/jackson11013/
@asourcedit77,1 ,22,2 ,5,,https://www.depop.com/asourcedit77/
@crepcheques21,"1,970 ",21 ,3 ,5,,https://www.depop.com/crepcheques21/
@solemerchantuk,"1,589 ",21 ,9 ,4.666666667,https://www.instagram.com/solemerchantuk/,https://www.depop.com/solemerchantuk/
@drancy93,"1,069 ",21 ,18 ,5,,https://www.depop.com/drancy93/
@samwright_06,783 ,21,14 ,5,https://instagram.com/kits.n.kicks,https://www.depop.com/samwright_06/
@diggad1011,553 ,21,15 ,3.583333333,https://Insta samclarke.x snap samclarke.x,https://www.depop.com/diggad1011/
@moos,197 ,21,23 ,5,,https://www.depop.com/moos/
@olliegee1,171 ,21,18 ,5,,https://www.depop.com/olliegee1/
@gofor4thelow,131 ,21,8 ,4.875,https://SaleUntil20th.co.uk,https://www.depop.com/gofor4thelow/
@harrybarker_,72 ,21,29 ,5,https://instagram.com/harrrybarker,https://www.depop.com/harrybarker_/
@maxigarments,55 ,21,7 ,5,,https://www.depop.com/maxigarments/
@carlahamilton1,456 ,20,21 ,5,,https://www.depop.com/carlahamilton1/
@alefergola,173 ,20,11 ,4.888888889,,https://www.depop.com/alefergola/
@olly_mul,134 ,20,41 ,5,https://olly_mul,https://www.depop.com/olly_mul/
@clint_122,76 ,20,11 ,4.857142857,https://instagram.com/,https://www.depop.com/clint_122/
@geo929,54 ,20,13 ,5,,https://www.depop.com/geo929/
@astarlux,50 ,20,10 ,5,,https://www.depop.com/astarlux/
@gbolzzy,47 ,20,12 ,5,,https://www.depop.com/gbolzzy/
@drip4less__,28 ,20,10 ,5,,https://www.depop.com/drip4less__/
@morganelrick22,19 ,20,7 ,4.333333333,,https://www.depop.com/morganelrick22/
@leitecarol,14 ,20,1 ,5,,https://www.depop.com/leitecarol/
@snkrsource,"1,994 ",19 ,20 ,5,https://www.instagram.com/snkr.source/,https://www.depop.com/snkrsource/
@olox_,"1,021 ",19 ,14 ,4.923076923,https://www.instagram.com/vad.o/,https://www.depop.com/olox_/
@edenzoin,650 ,19,13 ,5,,https://www.depop.com/edenzoin/
@jayfindz,167 ,19,10 ,5,,https://www.depop.com/jayfindz/
@rkid575,125 ,19,13 ,5,,https://www.depop.com/rkid575/
@rickylee1,96 ,19,16 ,5,https://instagram.com/rickyleerichards,https://www.depop.com/rickylee1/
@snkrhouse,57 ,19,6 ,5,,https://www.depop.com/snkrhouse/
@ldm96,57 ,19,14 ,4.909090909,,https://www.depop.com/ldm96/
@lupothewolf,40 ,19,12 ,5,,https://www.depop.com/lupothewolf/
@_domtaylor,26 ,19,11 ,5,,https://www.depop.com/_domtaylor/
@frankie_f11,9 ,19,8 ,5,,https://www.depop.com/frankie_f11/
@t9s6,5 ,19,15 ,5,,https://www.depop.com/t9s6/
@kicksium,"2,941 ",18 ,6 ,5,,https://www.depop.com/kicksium/
@jr_retros,461 ,18,8 ,4.428571429,,https://www.depop.com/jr_retros/
@cosimo_p,372 ,18,15 ,4.928571429,,https://www.depop.com/cosimo_p/
@haych188,130 ,18,9 ,5,,https://www.depop.com/haych188/
@jakeelener,85 ,18,32 ,5,,https://www.depop.com/jakeelener/
@freshprinceofnikeair,77 ,18,16 ,5,,https://www.depop.com/freshprinceofnikeair/
@zaramaee,70 ,18,5 ,5,,https://www.depop.com/zaramaee/
@creptherapy,61 ,18,12 ,5,,https://www.depop.com/creptherapy/
@lattice_,60 ,18,4 ,5,,https://www.depop.com/lattice_/
@abdul_a99,18 ,18,15 ,5,,https://www.depop.com/abdul_a99/
@lawrence61,10 ,18,1 ,1,,https://www.depop.com/lawrence61/
@itsceezle,538 ,17,33 ,4.7,,https://www.depop.com/itsceezle/
@ccjj99,296 ,17,27 ,4.3,,https://www.depop.com/ccjj99/
@lizzyliz1,121 ,17,10 ,5,,https://www.depop.com/lizzyliz1/
@brycesloot,92 ,17,12 ,4.9,,https://www.depop.com/brycesloot/
@mathew1106,76 ,17,16 ,5,,https://www.depop.com/mathew1106/
@maric01,45 ,17,15 ,5,,https://www.depop.com/maric01/
@viasenzafine,28 ,17,6 ,5,https://instagram.com/viasenzafine?igshid=OGQ5ZDc2ODk2ZA==,https://www.depop.com/viasenzafine/
@dannybarr,14 ,17,8 ,5,,https://www.depop.com/dannybarr/
@andxrsonnn,1 ,17,6 ,4.333333333,,https://www.depop.com/andxrsonnn/
@bitz4u,336 ,16,18 ,5,,https://www.depop.com/bitz4u/
@tungle,230 ,16,7 ,5,,https://www.depop.com/tungle/
@jamie_baird,10 ,16,10 ,4.4,,https://www.depop.com/jamie_baird/
@mattyws,575 ,15,5 ,5,,https://www.depop.com/mattyws/
@kier_oregan,303 ,15,15 ,5,,https://www.depop.com/kier_oregan/
@sean_mount,49 ,15,12 ,4.636363636,,https://www.depop.com/sean_mount/
@maxmorgann1,41 ,15,5 ,5,,https://www.depop.com/maxmorgann1/
@kevinlong11,39 ,15,7 ,5,,https://www.depop.com/kevinlong11/
@crepzndclothez,31 ,15,9 ,3.375,,https://www.depop.com/crepzndclothez/
@recalledgoods,28 ,15,5 ,5,,https://www.depop.com/recalledgoods/
@spot1,11 ,15,6 ,5,,https://www.depop.com/spot1/
@klamdk,4 ,15,8 ,5,,https://www.depop.com/klamdk/
@drip_markets,2 ,15,1 ,5,,https://www.depop.com/drip_markets/
@077wardrobe,1 ,15,2 ,3,,https://www.depop.com/077wardrobe/
@rsvzxn,392 ,14,3 ,5,,https://www.depop.com/rsvzxn/
@i6veletters,270 ,14,4 ,5,,https://www.depop.com/i6veletters/
@garforthsgarage,167 ,14,20 ,5,https://instagram.com/eddyharveyg,https://www.depop.com/garforthsgarage/
@smiff16,145 ,14,13 ,4.666666667,,https://www.depop.com/smiff16/
@jh337,105 ,14,9 ,5,,https://www.depop.com/jh337/
@nigoldn,90 ,14,4 ,5,,https://www.depop.com/nigoldn/
@cgclothing1,82 ,14,5 ,5,,https://www.depop.com/cgclothing1/
@fushas,21 ,14,2 ,1.5,,https://www.depop.com/fushas/
@tomatinho,12 ,14,4 ,4.75,,https://www.depop.com/tomatinho/
@affordablepricesforyou,11 ,14,4 ,5,https://instagram.com/a1.shadz,https://www.depop.com/affordablepricesforyou/
@dmcguigan1717,11 ,14,5 ,4.75,,https://www.depop.com/dmcguigan1717/
@size9official,"33,200 ",13 ,27 ,5,https://www.instagram.com/officialsize9,https://www.depop.com/size9official/
@rlineclothing,883 ,13,2 ,5,,https://www.depop.com/rlineclothing/
@ttt53,206 ,13,4 ,4.75,,https://www.depop.com/ttt53/
@maxwalker07,81 ,13,12 ,5,https://instagram.com/mmaxwalker,https://www.depop.com/maxwalker07/
@zaklawton17,67 ,13,20 ,4.615384615,,https://www.depop.com/zaklawton17/
@mehmet1453,60 ,13,8 ,5,,https://www.depop.com/mehmet1453/
@lcampbell34,59 ,13,15 ,3.909090909,,https://www.depop.com/lcampbell34/
@gregmac,46 ,13,4 ,5,,https://www.depop.com/gregmac/
@slavshoes,46 ,13,6 ,5,,https://www.depop.com/slavshoes/
@801emmanuel,25 ,13,10 ,5,,https://www.depop.com/801emmanuel/
@limitlessdrlp,23 ,13,7 ,5,,https://www.depop.com/limitlessdrlp/
@mxtch98,7 ,13,2 ,5,,https://www.depop.com/mxtch98/
@matteodiaf,230 ,12,11 ,5,,https://www.depop.com/matteodiaf/
@flexam,139 ,12,10 ,5,https://www.discogs.com/seller/flexam/profile,https://www.depop.com/flexam/
@isseylilac,138 ,12,11 ,4.8,,https://www.depop.com/isseylilac/
@nathan1999_,97 ,12,1 ,5,,https://www.depop.com/nathan1999_/
@rudges_garms07,74 ,12,7 ,5,,https://www.depop.com/rudges_garms07/
@swaglikeriri,73 ,12,14 ,4.714285714,,https://www.depop.com/swaglikeriri/
@hahijki,36 ,12,7 ,5,,https://www.depop.com/hahijki/
@suthers,32 ,12,11 ,4.636363636,,https://www.depop.com/suthers/
@highlanderkicks,30 ,12,7 ,5,,https://www.depop.com/highlanderkicks/
@selling4p,26 ,12,3 ,5,,https://www.depop.com/selling4p/
@nicoletaylor_2,25 ,12,4 ,5,,https://www.depop.com/nicoletaylor_2/
@luke_bej,9 ,12,4 ,3.666666667,,https://www.depop.com/luke_bej/
@kickheadquarters,798 ,11,21 ,4.764705882,https://instagram.com/kickheadquarters/,https://www.depop.com/kickheadquarters/
@100sales,291 ,11,10 ,5,http://ðŸ’¯%Ebay.rating/gumtree&ebay/11yrs+/SalePriceFINAL,https://www.depop.com/100sales/
@6palmmm,175 ,11,4 ,5,https://instagram.com/d.amzz1,https://www.depop.com/6palmmm/
@mdesigner11,127 ,11,2 ,5,,https://www.depop.com/mdesigner11/
@alexeijackson,121 ,11,4 ,5,https://instagram.com/alexei_jackson,https://www.depop.com/alexeijackson/
@rohannb_01,113 ,11,9 ,5,,https://www.depop.com/rohannb_01/
@dhagren,96 ,11,4 ,5,,https://www.depop.com/dhagren/
@evanwillmason,85 ,11,30 ,4.9,,https://www.depop.com/evanwillmason/
@stay_in_stock,69 ,11,1 ,0,https://www.instagram.com/stay_in_stock/,https://www.depop.com/stay_in_stock/
@_jimmylloyd_,63 ,11,13 ,4.625,,https://www.depop.com/_jimmylloyd_/
@kjxrvis,19 ,11,12 ,5,,https://www.depop.com/kjxrvis/
@luke_knight1,16 ,11,5 ,5,,https://www.depop.com/luke_knight1/
@des77,9 ,11,7 ,5,,https://www.depop.com/des77/
@jakebuhagiar,124 ,10,18 ,5,,https://www.depop.com/jakebuhagiar/
@samwilcock11,60 ,10,12 ,5,,https://www.depop.com/samwilcock11/
@fcleary15,52 ,10,2 ,5,,https://www.depop.com/fcleary15/
@shaahhzjsbsb,48 ,10,5 ,4.2,,https://www.depop.com/shaahhzjsbsb/
@lusso18,43 ,10,6 ,5,,https://www.depop.com/lusso18/
@uptown_retro,35 ,10,8 ,5,,https://www.depop.com/uptown_retro/
@mojamz18,30 ,10,8 ,5,,https://www.depop.com/mojamz18/
@iams0sa,16 ,10,6 ,5,,https://www.depop.com/iams0sa/
@tdnarbmer,14 ,10,15 ,5,,https://www.depop.com/tdnarbmer/
@aidan_maxwell,527 ,9,16 ,5,,https://www.depop.com/aidan_maxwell/
@cwistianbalexxx,159 ,9,15 ,4.928571429,,https://www.depop.com/cwistianbalexxx/
@hartleyconnell,158 ,9,14 ,4.333333333,,https://www.depop.com/hartleyconnell/
@cdotfundz,120 ,9,3 ,4.666666667,,https://www.depop.com/cdotfundz/
@raulshopsss,104 ,9,11 ,5,,https://www.depop.com/raulshopsss/
@chrmhrtz,97 ,9,2 ,5,,https://www.depop.com/chrmhrtz/
@calnew1,88 ,9,17 ,5,https://instagram.com/callum.new1,https://www.depop.com/calnew1/
@danielraiii,67 ,9,8 ,5,,https://www.depop.com/danielraiii/
@luke_287,62 ,9,2 ,5,,https://www.depop.com/luke_287/
@joesmith7,19 ,9,8 ,5,,https://www.depop.com/joesmith7/
@mrexclusives1,17 ,9,2 ,3,,https://www.depop.com/mrexclusives1/
@10mab01,8 ,9,1 ,5,,https://www.depop.com/10mab01/
@gregorygriffiths,1 ,9,3 ,5,,https://www.depop.com/gregorygriffiths/
@drstvintage,901 ,8 ,9 ,5,,https://www.depop.com/drstvintage/
@rscan123,366 ,8,1 ,5,,https://www.depop.com/rscan123/
@uk10shoes,245 ,8,4 ,5,https://www.instagram.com/chris_horscroft,https://www.depop.com/uk10shoes/
@jaime_pt,102 ,8,12 ,5,,https://www.depop.com/jaime_pt/
@jshep1919,100 ,8,1 ,5,,https://www.depop.com/jshep1919/
@whosjakeshark,85 ,8,5 ,5,https://instagram.com/,https://www.depop.com/whosjakeshark/
@simm_stewart,79 ,8,4 ,5,,https://www.depop.com/simm_stewart/
@cocapopss,57 ,8,11 ,4.7,,https://www.depop.com/cocapopss/
@axmun,54 ,8,5 ,5,,https://www.depop.com/axmun/
@jordanp_69,53 ,8,7 ,5,,https://www.depop.com/jordanp_69/
@alex_wisbey,39 ,8,9 ,5,,https://www.depop.com/alex_wisbey/
@udoneknow,7 ,8,3 ,5,,https://www.depop.com/udoneknow/
@lhantom,6 ,8,3 ,5,,https://www.depop.com/lhantom/
@trueshoes,343 ,7,2 ,3,,https://www.depop.com/trueshoes/
@rafapm92,338 ,7,8 ,5,,https://www.depop.com/rafapm92/
@dimonddripuk,222 ,7,6 ,5,https://instagram.com/diamonddrip_official?igshid=NGVhN2U2NjQ0Yg==,https://www.depop.com/dimonddripuk/
@lowmileagefootwear,57 ,7,5 ,4.75,https://instagram.com/lowmileagefootwear?igshid=YmMyMTA2M2Y=,https://www.depop.com/lowmileagefootwear/
@yourfitstore,42 ,7,9 ,5,,https://www.depop.com/yourfitstore/
@littlegerrygarms,29 ,7,6 ,5,,https://www.depop.com/littlegerrygarms/
@voq3i,28 ,7,5 ,5,,https://www.depop.com/voq3i/
@kingsclo,22 ,7,-,0,,https://www.depop.com/kingsclo/
@dig98,21 ,7,18 ,5,,https://www.depop.com/dig98/
@hjr1997,4 ,7,2 ,5,,https://www.depop.com/hjr1997/
@elkach,3 ,7,-,0,,https://www.depop.com/elkach/
@playbt,2 ,7,-,0,,https://www.depop.com/playbt/
@s_ammh,271 ,6,17 ,5,https://instagram.com/samm.ppt,https://www.depop.com/s_ammh/
@klb7,157 ,6,9 ,4.571428571,,https://www.depop.com/klb7/
@foregone,138 ,6,38 ,5,,https://www.depop.com/foregone/
@nexcyia,127 ,6,1 ,5,,https://www.depop.com/nexcyia/
@seb1509,60 ,6,13 ,4.428571429,,https://www.depop.com/seb1509/
@parvlo_eshcobar,55 ,6,5 ,5,,https://www.depop.com/parvlo_eshcobar/
@kackin,54 ,6,6 ,5,,https://www.depop.com/kackin/
@creppusherr,47 ,6,3 ,5,,https://www.depop.com/creppusherr/
@kgarmz__,29 ,6,6 ,5,,https://www.depop.com/kgarmz__/
@louiswyz,24 ,6,7 ,5,,https://www.depop.com/louiswyz/
@888yabooti,18 ,6,2 ,5,,https://www.depop.com/888yabooti/
@oohbeez,14 ,6,2 ,5,,https://www.depop.com/oohbeez/
@ohipwell,8 ,6,4 ,5,,https://www.depop.com/ohipwell/
@e_tcy,7 ,6,1 ,5,,https://www.depop.com/e_tcy/
@eghosa23,7 ,6,2 ,1,,https://www.depop.com/eghosa23/
@gmurch,7 ,6,1 ,0,,https://www.depop.com/gmurch/
@garms_collective,6 ,6,2 ,5,https://instagram.com/garms_collective?igshid=OGQ5ZDc2ODk2ZA==,https://www.depop.com/garms_collective/
@clothsman,3 ,6,1 ,5,,https://www.depop.com/clothsman/
@rfdab,2 ,6,2 ,5,https://instagram.com/el.rfd?igshid=NzZlODBkYWE4Ng==,https://www.depop.com/rfdab/
@dieselslave,888 ,,-,0,https://darinagarms.com,https://www.depop.com/dieselslave/
@frankzgaff,369 ,,1 ,5,,https://www.depop.com/frankzgaff/
@josh2244,363 ,,22 ,5,,https://www.depop.com/josh2244/
@erumscloset,262 ,,1 ,5,,https://www.depop.com/erumscloset/
@viciost,241 ,,9 ,4.5,,https://www.depop.com/viciost/
@svmia,228 ,,12 ,5,https://instagram.com/samias.meraki,https://www.depop.com/svmia/
@lukescupboard,180 ,,1 ,0,,https://www.depop.com/lukescupboard/
@faramenta,147 ,,20 ,5,,https://www.depop.com/faramenta/
@joselito_,138 ,,3 ,5,,https://www.depop.com/joselito_/
@fin_plug,132 ,,-,0,,https://www.depop.com/fin_plug/
@ryans7076,122 ,,15 ,5,,https://www.depop.com/ryans7076/
@thecrepdon,121 ,,2 ,0,,https://www.depop.com/thecrepdon/
@felixbaker,113 ,,9 ,5,https://instagram.com/felixjgbaker,https://www.depop.com/felixbaker/
@alex159,98 ,,10 ,5,,https://www.depop.com/alex159/
@bh12345,80 ,,2 ,5,,https://www.depop.com/bh12345/
@immenseorange,73 ,,1 ,5,,https://www.depop.com/immenseorange/
@maciumaciu,70 ,,23 ,5,,https://www.depop.com/maciumaciu/
@joefozzydepop,64 ,,10 ,4.8,,https://www.depop.com/joefozzydepop/
@henryt236,58 ,,-,0,,https://www.depop.com/henryt236/
@emilycarson7,56 ,,9 ,5,,https://www.depop.com/emilycarson7/
@jgray_,52 ,,-,0,https://instagram.com/joshgrayx,https://www.depop.com/jgray_/
@bedswebs,49 ,,2 ,5,,https://www.depop.com/bedswebs/
@slart,49 ,,1 ,0,,https://www.depop.com/slart/
@ddg19,48 ,,4 ,5,,https://www.depop.com/ddg19/
@amnkhn,46 ,,1 ,5,,https://www.depop.com/amnkhn/
@haydensmith209,45 ,,-,0,,https://www.depop.com/haydensmith209/
@ang1340,45 ,,5 ,4.8,,https://www.depop.com/ang1340/
@dclockwood,43 ,,3 ,5,,https://www.depop.com/dclockwood/
@1suavo,40 ,,1 ,5,,https://www.depop.com/1suavo/
@jordancart,38 ,,1 ,5,,https://www.depop.com/jordancart/
@bigbaldmonkey,38 ,,2 ,5,,https://www.depop.com/bigbaldmonkey/
@herq123,37 ,,6 ,5,,https://www.depop.com/herq123/
@zonafy,37 ,,3 ,5,,https://www.depop.com/zonafy/
@chesc0,32 ,,2 ,5,,https://www.depop.com/chesc0/
@asia16a,31 ,,3 ,5,,https://www.depop.com/asia16a/
@mahon_,27 ,,6 ,5,,https://www.depop.com/mahon_/
@gc99_,24 ,,4 ,3.5,,https://www.depop.com/gc99_/
@dripdolo05,23 ,,-,0,https://www.instagram.com/lukebeige01/,https://www.depop.com/dripdolo05/
@jjmacd7,23 ,,13 ,5,https://instagram.com/jjmacd7,https://www.depop.com/jjmacd7/
@seanx666,21 ,,2 ,5,,https://www.depop.com/seanx666/
@provocative801,19 ,,-,0,,https://www.depop.com/provocative801/
@saintstre,19 ,,1 ,5,,https://www.depop.com/saintstre/
@sweatpress,18 ,,7 ,5,,https://www.depop.com/sweatpress/
@danielgilbert_,17 ,,-,0,,https://www.depop.com/danielgilbert_/
@andrewjwj,17 ,,1 ,5,,https://www.depop.com/andrewjwj/
@clothingplugukk,16 ,,-,0,,https://www.depop.com/clothingplugukk/
@joseph_j970,16 ,,3 ,5,,https://www.depop.com/joseph_j970/
@daimes,16 ,,4 ,5,,https://www.depop.com/daimes/
@bilalahmed1011,15 ,,3 ,5,,https://www.depop.com/bilalahmed1011/
@t3_lavish,15 ,,3 ,5,,https://www.depop.com/t3_lavish/
@mjclothingplug,14 ,,-,0,,https://www.depop.com/mjclothingplug/
@loganlester8,13 ,,2 ,5,,https://www.depop.com/loganlester8/
@lewisgard,12 ,,3 ,5,,https://www.depop.com/lewisgard/
@smartyy96,11 ,,2 ,4.5,,https://www.depop.com/smartyy96/
@yoshi_garmz,11 ,,-,0,,https://www.depop.com/yoshi_garmz/
@1hyrone,9 ,,-,0,,https://www.depop.com/1hyrone/
@carharttclothing,9 ,,2 ,5,,https://www.depop.com/carharttclothing/
@lewisclothing,9 ,,3 ,5,,https://www.depop.com/lewisclothing/
@monzobby,8 ,,1 ,1,,https://www.depop.com/monzobby/
@fuegos_closet,8 ,,2 ,5,,https://www.depop.com/fuegos_closet/
@brittonsam,8 ,,-,0,,https://www.depop.com/brittonsam/
@garthcrooks,8 ,,3 ,3.666666667,,https://www.depop.com/garthcrooks/
@matthewheathcote1,8 ,,6 ,4.2,,https://www.depop.com/matthewheathcote1/
@senamdz,7 ,,3 ,3.666666667,,https://www.depop.com/senamdz/
@03billm,7 ,,6 ,5,,https://www.depop.com/03billm/
@elliscoker,7 ,,2 ,5,,https://www.depop.com/elliscoker/
@rayo0o,7 ,,3 ,5,,https://www.depop.com/rayo0o/
@archiespencer6,6 ,,1 ,5,,https://www.depop.com/archiespencer6/
@danielclark2006,6 ,,1 ,1,,https://www.depop.com/danielclark2006/
@sj_garms77,6 ,,-,0,,https://www.depop.com/sj_garms77/
@_741145,5 ,,1 ,5,,https://www.depop.com/_741145/
@lob_dsign,5 ,,-,0,,https://www.depop.com/lob_dsign/
@gianniamosu,5 ,,3 ,5,,https://www.depop.com/gianniamosu/
@ciaranhotchkies67,5 ,,2 ,5,,https://www.depop.com/ciaranhotchkies67/
@merik294,5 ,,-,0,,https://www.depop.com/merik294/
@baszottos,5 ,,-,0,https://instagram.com/,https://www.depop.com/baszottos/
@ecox1878,5 ,,2 ,5,,https://www.depop.com/ecox1878/
@manueljunior,4 ,,18 ,5,,https://www.depop.com/manueljunior/
@losu11,4 ,,7 ,5,,https://www.depop.com/losu11/
@camreid,4 ,,-,0,,https://www.depop.com/camreid/
@cameronprayag,4 ,,1 ,5,,https://www.depop.com/cameronprayag/
@samuellessani,4 ,,-,0,,https://www.depop.com/samuellessani/
@jagutter,4 ,,2 ,5,,https://www.depop.com/jagutter/
@flight_apparel,4 ,,-,0,,https://www.depop.com/flight_apparel/
@nmak2003,4 ,,1 ,5,,https://www.depop.com/nmak2003/
@willcch,4 ,,1 ,5,,https://www.depop.com/willcch/
@deadstocktrainersuk,4 ,,3 ,5,,https://www.depop.com/deadstocktrainersuk/
@stephzolo1,4 ,,-,0,https://instagram.com/stephzolo,https://www.depop.com/stephzolo1/
@_ls,3 ,,-,0,,https://www.depop.com/_ls/
@drippa2plug,3 ,,1 ,1,,https://www.depop.com/drippa2plug/
@clothertho,3 ,,2 ,0,,https://www.depop.com/clothertho/
@stackchase23,3 ,,-,0,,https://www.depop.com/stackchase23/
@lickiiludo,3 ,,-,0,,https://www.depop.com/lickiiludo/
@jame_k2214,2 ,,-,0,,https://www.depop.com/jame_k2214/
@whoslp,2 ,,3 ,3.666666667,,https://www.depop.com/whoslp/
@not_mizzyy,2 ,,-,0,,https://www.depop.com/not_mizzyy/
@dxnielm,2 ,,1 ,5,,https://www.depop.com/dxnielm/
@jamesdriver,2 ,,-,0,,https://www.depop.com/jamesdriver/
@winstonsells_1,2 ,,-,0,,https://www.depop.com/winstonsells_1/
@musajafar,1 ,,-,0,,https://www.depop.com/musajafar/
@cgilroy10,1 ,,2 ,5,,https://www.depop.com/cgilroy10/
@dpccpd,1 ,,1 ,5,,https://www.depop.com/dpccpd/
@peterbur,1 ,,1 ,0,,https://www.depop.com/peterbur/
@ethan8wood,1 ,,-,0,,https://www.depop.com/ethan8wood/
@swiftinho,1 ,,-,0,,https://www.depop.com/swiftinho/
@g_xyzz,1 ,,-,0,,https://www.depop.com/g_xyzz/
@essntlattire,1 ,,1 ,5,,https://www.depop.com/essntlattire/
@kieronarmyy,1 ,,-,0,,https://www.depop.com/kieronarmyy/
@david998,1 ,,-,0,,https://www.depop.com/david998/
@jajathediscount,1 ,,1 ,5,,https://www.depop.com/jajathediscount/
@theonewhosellsthings,1 ,,-,0,,https://www.depop.com/theonewhosellsthings/
@nightowl6,-,,-,0,,https://www.depop.com/nightowl6/
@r7okx,-,,1 ,5,,https://www.depop.com/r7okx/
@_hhaigh,-,,-,0,,https://www.depop.com/_hhaigh/
@ricardo_goncalves,-,,1 ,5,,https://www.depop.com/ricardo_goncalves/
@ckickz11,-,,-,0,,https://www.depop.com/ckickz11/
@tb_threads,-,,1 ,5,,https://www.depop.com/tb_threads/
@tobyclarke_,-,,4 ,5,https://www.instagram.com/toby._clarke/,https://www.depop.com/tobyclarke_/
@ryanbyrne09,-,,1 ,5,,https://www.depop.com/ryanbyrne09/
@abrahamakpom,-,,-,0,,https://www.depop.com/abrahamakpom/
@likejewllery,-,,-,0,,https://www.depop.com/likejewllery/
@lukeb860,-,,-,0,,https://www.depop.com/lukeb860/
@fretty,-,,1 ,5,,https://www.depop.com/fretty/
